,ArticleId,Text,Category,category_id
452,1045,domain system scam fear system to make it easier to create website addresses using alphabets like cyrillic could open back door for scammers trade body has warned the internationalised domain names system has been work in progress for years and has recently been approved by the internet electronic task force but the uk internet forum ukif is concerned that the system will let scammers create fake sites more easily the problem lies in the computer codes used to represent language registering names that look like that of legitimate companies but lead users to fake sites designed to steal passwords and credit card details could become whole lot easier for determined scammers says stephen dyer director of ukif domain names are the real language addresses of websites rather than their internet protocol address which is series of numbers they are used so people can more easily navigate the web so called ascii codes are used to represent european languages but for other languages hybrid of system called unicode is used so for example website paypal could now be coded using mixture of the latin alphabet and the russian alphabet the resulting domain as displayed to the users would look identical to the real site as russian look just like an english but the computer code would be different and the site it would lead users to could be fake this is more than just theory fake paypal com has already been registered with net domain giant verisign by someone who has followed the debate around the internationalised domain name idn system said mr dyer as the idea was to prove point rather than be malicious the fake domain has now been handed back to paypal but it sets worrying precedent mr dyer said although the idn problem is well known in technical circles the commercial world is totally unaware how easily their websites can be faked said mr dyer it is important to alert users that there is new and invisible and almost undetectable way of diverting them to what looks like perfectly genuine site he added there are solutions for instance browsers could spot domains that use mixed characters and display them in different colours as warning to users mr dyer acknowledged that it would be huge undertaking to update all the world browsers another solution to introduce idn disabled browsers could be case of throwing out the baby with the bath water he said centr the council of european national top level domain registries agrees rush to introduce idn disabled browsers into the marketplace is an overly zealous step that will harm public confidence in idns technology that is desperately needed in the non english speaking world the organisation said in statement ,tech,1
453,735,minister digs in over doping row the belgian sports minister at the centre of the svetlana kuznetsova doping row says he will not apologise for making allegations against her claude eerdekens claims the us open champion tested positive for ephedrine at an exhibition event last month criticised for making the announcement he said will never apologise this product is banned and it up to her to explain why it there kuznetsova says the stimulant may have been in cold remedy she took the russian said she did nothing wrong by taking the medicine during the event the women tennis association cleared kuznetsova of any offence because the drug is not banned when taken out of competition eerdekens said he made the statement in order to protect the other three players that took part in the tournament belgian justine henin hardenne nathalie dechy of france and russia elena dementieva but dechy is fuming that she has been implicated in the row how can you be happy when you see your face on the cover page and talking about doping dechy said m really upset about it and think the belgian government did really bad job about this think we deserve an apology from the guy you cannot say anything like this you cannot say some stuff like this saying it one of these girls this is terrible dementieva is also angry and says that dechy and herself are the real victims of the scandal you have no idea what have been through all these days it been too hard on me she said the wta are trying to handle this problem by saying there are three victims but see only two victims in this story me and nathalie dechy who really have nothing to do with this to be honest with you don feel like want to talk to sveta at all m just very upset with the way everything has happened ,sport,3
454,881,roundabout continues nostalgia trip the new big screen version of the magic roundabout released in the uk on friday is the latest attempt to turn children television into box office gold recent years have seen less than successful adaptation of the puppet show thunderbirds and moderately successful version of nesbit five children and it previously filmed by the bbc in he man and transformers which were cartoon favourites in the will soon receive their own costly makeovers with screen versions of the team the dukes of hazzard and even blake seven on the cards nostalgia is clearly big business but some critics complain that these expensive takes on iconic series of yesteryear do not match up to our fond memories of the originals the new version of the magic roundabout which will be released as sprung in the us replaces the stop motion models of the tv show with polished computer generated animation in similar fashion the thunderbirds used human actors and special effects in place of the original puppets and models the films are squarely pitched at younger audiences pop stars robbie williams and kylie minogue provide voices in the magic roundabout while the now defunct boy band busted performed the thunderbirds theme song but while some reviewers have been won over there has nonetheless been significant backlash this cg animated adventure airbrushes the sly charm and trippy otherworldliness which made the stop motion roundabout cult hit writes stella papamichael on the bbc movies site and the recent puppet comedy team america world police was in part provoked by its directors outrage that gerry anderson thunderbirds was remade without its signature mannequins dan jolin reviews editor of empire magazine says classic children tv shows have built in audience that make them ideal for reinvention can understand why people are taking these intellectual properties and repackaging them for the kids of today but think it backfiring what next the clangers on some distant planet with some giant cgi soup dragons chasing after them despite thunderbirds disappointing global box office performance the film cost m but only recouped m the nostalgia craze shows no signs of abating it can therefore be only matter of time before some other tv favourites receive the hollywood treatment after the success of garfield the movie britain shabby tabby surely deserves his own film vehicle with only episodes made of the series there is plenty of room to explore the lives of the pink cat professor yaffle and the mice of the marvellous mechanical mouse organ furry recyclers have already had one big screen outing wombling free but with environmental issues still occupying our thoughts it is high time they made comeback advances in special effects technology could do wonders for the bbc supernatural comedy and the success of pirates of the caribbean must surely herald comeback for tv most popular cartoon buccaneer it might also remind viewers the lewd character names often associated with the show never actually existed the magic roundabout is out in the uk on february how about bringing catweazle to the big screen he could give gandalf run for his money thundercats loved it should be fun to see on the big screen if some effort is put in it will bring my youth back get your hands off the clangers is nothing sacred make movie version of the banana splits what about keanu reeves and richard gere in remake of the wooden tops or perhaps robbie williams could get his much mooted acting career off the ground by taking on the role of andy pandy you forgot to mention the grearest of them all danger mouse but then again it couldn be better than the original series could it it always nice to see these old toons re released but after the abysmal thunderbirds movie and the song think ve been completely put off just leave these classics alone as good memories think remakes are good idea as the world moves on people tend to look more and more into the past to things that make them feel safe believe this is the whole reason retro has become so popular as long as remake does justice to the original then all it can do is create wider audience and possibly entice new generation of persons to enjoy and revive and old series personally d like to see cartoons such as transformers thundercats and a k get full hollywood remakes leave them alone why ruin something that we all have very fond memories of in the first place the thunderbirds film was apalling not patch on the puppet series grew up with and the magic roundabout will never be the same without the voice of eric thompson love to see transformers with real actors and cgi and make it at least rating part of the reason for the success of such classics as the magic roundabout was that the characters were not the sweet and cuddly creatures that you would expect they were moody sarcastic and rather human just looking at the pictures of the animations for the new film show that these characteristics have not been preserved dougal never smiled like that films of this sort have an unfortunate habit of disneyfying everthing and they just lose the real magic that made the show special in the first place have fond memories of bod not least of which because look like him and would like to see someone attempt to make it into film it got all the right material for an american blockbuster no plot and no story bod would likely be played by tom cruise and would undoubtedly have girlfriend or two it all very well and good remaking these classic tv shows and films with all the latest technology for new audience but for me lot of the original charm is lost when they do this and seems more like money making exercise to cash in on the original success of the programme than reinventing or improving it it maybe that to an audience who have never seen the originals they can watch them without prejudice but to people who have grown up with all these shows such as thunderbirds and magic roundabout which are part of our childhood they are never going to live up to expectation it does pose the question though that with all the long line of remakes being made are film makers running out of original ideas all can say is bring back danger mouse probably the greatest kids show ever recently re watched some episodes and realised that there was level of humour shown in danger mouse that was completely lost on me when was child there was new captain pugwash cartoon made couple of years back again like so many of these nostalgia programmes the animation this time computer created flat cell like animation failed to match the original cut out paper technique for inventiveness and was woefully inadequate we live in sampling world the music industry has been pludering past decades for inspiration clipping sounds from years ago is much cheaper and easier that doing something new seems that the film and tv is doing the same now it just cheaper to take ideas from the past and rework them rather than being daring and trying something new it got to be mr benn the story line about man who changes in fancy dress shop steps into door way and appears in another time and place would be amazing if they got decent producer and writer the story line could be great and who to play the lead role well if it was comedy then it would have to be someone like steve martin if its going to be an adventure then johnny depp playing role similar to the pirates of the caribbean character muffin the mule perhaps after all grannies and grandpas go to the cinema as well you know why can the british film industry try making gerry anderson ufo or captain scarlet or saphire and steel or the tomorrow people in today media it seems the past is the future tv shows such as battlestar galactica have new remakes dj are sampling or re working and music even computer games from years ago are getting modern re workings personally think it shows that no one has any originality any more why not just leave our misty eyed nostalgia alone mary mungo and midge but of course for most of the episodes the lift would be out of order and they would have to use the stairs plus would mary be more of vicky pollard character as she lives in high rise council block yeah but no but wasn even there d like to see mr benn with brad pitt in the title role sean connery could play the mysterious costume shop owner it demonstrates profound lack of imagination in today film makers that they continually try to remake and remodel the past in an effort to cash in on nostalgia there are plany of modern children book that would make excellent films or tv programmes why not use them instead of rehashing the past mr benn with rowan atkinson as the lead would have loved to see dungeons dragons made but unfortunately the film that it was made into didn come up to scratch the only one that isn to be remade as yet is thundercats which d like to see m an expat living in norway and recently went through period of buying the dvds of many of my favourite children programs for my daughters my dearest wish however is to see feature length version of noggin the nog appear on the big screen very scandinavian rainbow believe that childrens classics should be left well alone and will not be surprised if the magic roundabout does not do well at the box office especially since it will be going up against the spongebob squarepants movie popular among children because it original witty and modern the magic roundabout will never appeal to the children of today as it did all those many years ago how about classics like chorlton and the wheelies rentaghost terrahawks bod oh the list could go on and on if transformers movie is indeed on the cards then ll be the first one on amazon buying copy eagerly waiting at the front door with frothy mouth and nervous twitch repackage my childhood and sell it to me at an extortionate price don care till then ll have to make do with the citreon advert d luv to see willow the wisp on the big screen but sadly without the late kenneth williams doing the voices it wouldnt be the same and who remembers trap door voiced by the late willie rushden superb children programme could morph hold his own in big screen movie or even jamie and the magic torch hmmmmm could go on and on danger mouse at m showing my age noggin the nog was one of the best children programs the problem with bringing it to the big screen is that no one could approach oliver postgate wonderful voices so in general leave well alone the originals are good because they are of their time and the methods used are an integral part of the story just imagine what could be achieved by using cgi in remake of fingerbobs the already disturbing hand antics of the bearded hippy yoffi could take on whole new level with more life like fingermouse bob the builder postman pat and fireman sam together in an epic adventure of fire post and bricks in the ultimate struggle to save the women they love from the evil clowns krusty and gobo will they triumph or will they fail miserably find out this fall one puppet show that personally would love to see made into live action movie is joe it would be worth the price of admission alone to see the large screen version of joe car of course gerry anderson supermarionation is rich seam of material worthy of big screen big budget action it was only that thunderbirds the movie was targetted as children movie that really let it down after all the children that remember those shows with such affection are now the parents of children themselves it only because the people who were children when these programmes were first shown have grown up and are plundering their childhoods isn it d hate to see bagpuss with perfect animation love that done in shed clunkiness and you couldn recreate the magic perhaps if the remakes were done in look around you mock authentic style might be interested chorton and the wheelies or jamie and his magic torch that would be mega this re gurgitation of old films and tv shows makes me angry it is corporate laziness resting on the safety of other people ideas because it guarantees to bring in the the same can be said of modern day pop bands who release other peoples material will young etc the sad fact is nostalgia sells big bucks in the short term the fact that they will be forgotten in months time is irrelevant g starsky hutch hence the market is saturated with this mindless drivel but it can only be stopped if people stop buying it pray they never do remake of chorlton and the wheelies m only and don remember the series from when it was on tv but have the set on dvd and it a classic the fact it so great comes from the fact that there were very few special effects involved and compared to today stuff it looks amateurish thats the appeal though it so innocent like chorlton himself and it would be real shame if they did remake it ,entertainment,4
455,607,court mulls file sharing future judges at the us supreme court have been hearing evidence for and against file sharing networks the court will decide whether producers of file sharing software can ultimately be held responsible for copyright infringement they questioned if opening the way for the entertainment industry to sue file sharers could deter innovation they also said that file trading firms had some responsibility for inducing people to piracy the lawsuit brought by of the world largest entertainment firms has raged for several years legal experts agree that if the supreme court finds in favour of the music and movie industry they would be able to sue file trading firms into bankruptcy but if the judge rules that grokster and morpheus the file sharers at the centre of the case are merely providers of technology that can have legitimate as well as illegitimate uses then the music and movie industry would be forced to abandon its pursuit of file sharing providers instead they would have to pursue individuals who use peer to peer networks to get their hands on free music and movies the hi tech and entertainment industries have been divided on the issue intel filed document with the supreme court earlier this month in defence of grokster and others despite misgivings about some aspects of the file sharing community it summed up the attitude of many tech firms in its submission which states that its products are essentially tools that like any other tools capable of being used by consumers and businesses for unlawful purposes asking firms to second guess the uses that its technologies would be put to and to build in ways of preventing illegitimate use would stifle innovation it said the electronic frontier foundation civil rights watchdog is also defending streamcast networks the company behind the morpheus file sharing software the case raises question of critical importance at the border between copyright and innovation it said it cites as do many the landmark ruling in which found that sony should not be held responsible for the fact that its betamax video recorder could be used for piracy defenders remain optimistic that the judges will rule in favour of the peer to peer networks upholding the precedent set by the sony betamax case small band of supporters were outside the court as the lawyers entered wearing save betamax shirts the betamax principles stand as the magna carta for the technology industry and are responsible for the explosion in innovation that has occurred in the us over the past years said gary shapiro chief executive of the consumer electronics association supreme court justice stephen breyer said that inventions from printing to apple ipod could be used to illegally duplicate copyrighted materials but had on balance been beneficial to society he said that while file trading software can be used to illegally trade movies and music conceptually the technology had some really excellent uses based on tuesday hearing it seems unlikely that the betamax ruling will be overturned but file sharing firms might still be held responsible for encouraging or inducing piracy grokster lawyer argued that the company should be judged by its current behaviour rather than what it did when it first set up but this argument was dismissed as ridiculous by justice david souter cea boss mr shapiro thinks the case is the most important that the supreme court will hear this year it about preserving america proud history of technological innovation and protecting the ability of consumers to access and utilise technology he said the case has already been heard by two lower courts and both found in favour of the peer to peer networks they ruled that despite being used to distribute millions of illegal songs file sharing could also be used to cheaply distribute software government documents and promotional copies of music ,tech,1
456,305,india rupee hits five year high india rupee has hit five year high after standard poor s raised the country foreign currency rating the rupee climbed to per us dollar on thursday up from close of the currency has gained almost in the past three sessions p which rates borrowers creditworthiness lifted india rating by one notch to bb with indian assets now seen as less of gamble more cash is expected to flow into its markets buoying the rupee the upgrade is positive and basically people will use it as an excuse to come back to india said bhanu baweja strategist at ubs money has moved out from india in the first two or three weeks of january into other markets like korea and thailand and this upgrade should lead to reversal india foreign currency rating is now one notch below investment grade which starts at bbb the increase has put it on the same level as romania egypt and el salvador and one level below russia ,business,0
457,1717,regiments group in poll move regiments campaign group is to target nine marginal labour seats at the general election save the scottish regiments will also field candidate against armed forces minister adam ingram in east kilbride the group which is unhappy at defence merger plans is endorsing opposition candidates in nine seats the marginals are aberdeen south dumfriesshire dundee east and west south west edinburgh ochil stirling east renfrewshire and western isles the campaigners unveiled huge poster featuring black watch soldiers fighting the war in iraq before they announced their election plans former scots guardsman allan hendry will challenge mr ingram the group said it is well organised with volunteers and will be announcing at least one other candidate later it added that it can only be stopped from inflicting serious damage on labour if the government reverses its plan to merge the six scottish regiments scotland only conservative mp peter duncan said the save the scottish regiments had done superb job in fighting against defence cuts he added their actions have reflected the pride that most people in this country have in our troops and have shown steely determination to make labour pay for their betrayal have been honoured to speak at their rallies throughout scotland scottish national party leader alex salmond said it had received big boost from the campaign decision to endorse snp candidates in four marginal seats labour arrogance has been their undoing in trying to get rid of scotland historic regiments labour mps will end up being scrapped themselves he said however labour mp george foulkes said the campaigners would not make any difference to the outcome of the election and would not win the argument serving soldier knows that what labour is proposing is right he said as well as their election move save the scottish regiments will join other campaigners at rally in london in the spring defence secretary geoff hoon announced last year that scotland regiments would be combined into single unit the move was part of overall army reforms ,politics,2
458,1309,fockers retain film chart crown comedy meet the fockers has held on to the number one spot at the north american box office for second week it took m at the weekend making its overall takings more than m in days according to studio estimates it took m on christmas day alone the highest takings on that day in box office history the sequel to the ben stiller comedy meet the parents stars robert de niro dustin hoffman and barbra streisand the success of meet the fockers could help produce record box office revenue for said paul dergarabedian president of the industry tracker exhibitor relations we ve had much stronger than anticipated final week of the year that helped the industry end on high note said mr dergarabedian meet the fockers also broke the box office records for the most money taken on new year eve when it made m and new year day when it took m the previous new year eve record was set in by cast away with m the lord of the rings the return of the king had held the new year day title with m however christmas takings were down on figures which was blamed on christmas falling over weekend this year this weekend top films took an estimated m increase on the same weekend last year but there were no major releases last week to provide competition to meet the fockers or lemony snicket a series of unfortunate events which finished in second place with m the aviator starring leonardo dicaprio as howard hughes ended up in third position after taking m comedy fat albert co written by bill cosby moved down the chart to fourth place after taking m ,entertainment,4
459,1383,more movies head to sony psp movies open water and saw are among those to be made available for sony psp games console film studio lions gate entertainment has announced an initial list of movies that will be on the umd format used by the handheld the typical buyer of the machine is the core demographic to whom our films generally appeal said steve beeks president of lions gate already available in japan the psp is released in the us on march spider man on umd will be given to the first million customers in the us the punisher and house of the dead along with older titles such as total recall and rambo first blood will be in the umd format with disks costing between to for new titles and to for older films when we first saw the machine and started talking to sony we immediately decided it was going to be winner both from the gaming perspective and from the perspective of people watching movies on the go mr beeks said the disks which are smaller than dvds only work in sony psp and can hold up to gb of data we actually believe people who buy the umd would not have bought it on dvd he said there are people who will want umd because of the portability maybe they re already taking the games with them out of the house and they re bigger gamers than they are movie watchers four movies have already been announced for psp they are xxx hellboy resident evil apocalypse and once upon time in mexico ,tech,1
460,1939,labour seeks to quell feud talk labour leadership put on show of unity at campaign poster launch after mps criticised tony blair and gordon brown over reports of their rift mr brown was joined at the launch by john prescott and alan milburn the man controversially put in charge of election planning by mr blair private meeting on monday saw normally loyal mps warn that feuding could jeopardise their election hopes it follows new book charting disputes between prime minister and chancellor the event was the first time mr milburn has shared platform with the chancellor since taking mr brown traditional poll planning role but the pair chatted amicably and mr brown insisted he was happy with his current campaign task asked about how he would deal with claims that he did not trust the prime minister mr brown replied you can see that our record on the economy is about the british people trusting us to run the economy he refused to comment on the new book saying nobody should be distracted from the business of government mr brown later told reporters of course trust the prime minister downing street cited that comment when reporters suggested mr brown had pointedly failed to deny claims he had once told mr blair there is nothing you could ever say to me now that could ever believe labour new posters say britain is enjoying the lowest inflation since the lowest unemployment for years and the lowest mortgage rates for years they urge voters not to let the tories take things backwards mr milburn promised poll campaign which is upbeat confident and above all else optimistic about the future of our country conservative co chairman liam fox derided the photo call saying the show of unity was the worst acting have seen since prisoner cell block labour had broken promises by raising taxes times and brought the slowest economic growth in the english speaking world he said the prime minister and chancellor faced backbench discontent at monday meeting of the parliamentary labour party over claims made in journalist robert peston new book mr blair told mps and peers know from everyone here in cabinet and government nothing is going to get in the way of unified labour party with unified position and winning the third term people desperately need labour paul flynn said the pair had had scorching from mps on tuesday deputy prime minister mr prescott told bbc news they told us very clearly it was the troops telling the leaders get in line the new book claims mr prescott hosted dinner in november where the prime minister told mr brown he would stand down before the next election because he had lost trust over the iraq war mr blair then changed his mind in june after cabinet allies intervened and amid suspicion the chancellor was manoeuvring against him writes mr peston mr prescott said there was dinner but the discussions were confidential of course as waiter for years have professional ability here he joked ,politics,2
461,1100,everton weir cools euro hopes everton defender david weir has played down talk of european football despite his team lying in second place in the premiership after beating liverpool weir told bbc radio five live we don want to rest on our laurels and say we have achieved anything yet think you start taking your eye off the ball if you make statements and look too far into the future if you start making predictions you soon fall back into trouble the only thing that matters is the next game he said we are looking after each other and hard work goes long way in this league we have definitely shown that also injuries and suspensions haven cost us too badly and we have lot of self belief around the place ,sport,3
462,2118,wales stars need rest ruddock wales coach mike ruddock has defended his decision not to release any of the international stars for this weekend regional celtic league fixtures ruddock says the players will benefit from the rest and their absence will give youngsters chance to impress we ve got the wru charter in place now which outlines exactly what happens ruddock told bbc wales sport once we re in the six nations the players will only be released in his and the wru best interests the ospreys and scarlets say they are happy to support the wales cause but the dragons have expressed disappointment at not being able to use their national squad players in friday game with ulster ceri sweeney gareth cooper ian gough and kevin morgan have been used sparingly by ruddock in the opening two six nations wins and captain jason forster believes they would benefit from game with the dragons m sure the guys would want to come back to get some game time forster told bbc wales sport it would also be timely reminder to mike ruddock as to what they can do and the supporters want to see the star players no disrespect to the other guys performing on the pitch ruddock though is keen to protect his players from injury and fatigue at this stage there nothing more the players can do in games to impress me further we ve got to look at it at another angle and see the opportunities that are provided for the younger players in the region for example the dragons might use james ireland this weekend ve been looking at the lad he a great prospect for the future french and english clubs have requested to have all their international players available which means stephen jones gareth thomas and mefin davies will play this weekend the majority of ireland and scotland players have also been released for provincial duty ,sport,3
463,1688,immigration to be election issue immigration and asylum have normally been issues politicians from the big parties have tiptoed around at election time but no longer both labour and the tories have signalled their intention of making them central to their election campaigns they have been struck by the level of concern amongst voters about the issues with internal surveys showing they have the potential to swing large numbers of votes that was also true at the last general election and the issue did briefly become campaigning issue but it sparked the probably predictable furore with claims politicians were either stoking up xenophobia or alternatively running scared of addressing the problem but this time around it looks set to be one of the core battlegrounds with both the big parties competing to set out tough policies the tories are already committed to imposing annual limits on immigration with quota for asylum seekers and with applications processed outside the uk labour has already branded the proposal unworkable but party strategists have seen the tories seizing poll advantage over the issue now home secretary charles clarke has come up with alternative proposals for points system to ensure only immigrants who can benefit the economy will be granted entry and to kick out more failed asylum seekers that has been attacked by the tories as too little too late and for failing to tackle the key issue of the numbers entering the uk the liberal democrats have not been drawn too deeply into the argument but have called for europe wide policy on immigration but while all the parties appear to agree the time has come to properly debate and address the issue there are already signs they will run into precisely the same problems as before former union leader sir bill morris has already accused both the big parties of engaging in bidding war about who can be nastiest to asylum seekers my concern is that whilst the labour party and the conservative party will take constructive approach to the debate right wing political parties picking up on statements like burden to britain will exploit this and create lot of fear and uncertainty it is precisely that concern and the possible suggestion the issue is playing to the far right racist agenda that will provoke strong reactions from many concerned with this issue the challenge for the big parties is to ensure they can engage in the debate during the cut and thrust of general election while also avoiding that trap ,politics,2
464,1882,woolf murder sentence rethink plans to give murderers lighter sentences if they plead guilty have been watered down there was an outcry three months ago when the sentencing guidelines council led by lord woolf published its proposals for england and wales it had suggested judges should reduce sentences by third for murderers who confessed at the earliest opportunity but that has now been changed to one sixth with no reduction for those killers given whole life tariff at the time lord woolf the lord chief justice had said the one third reduction would only be in extraordinary circumstances for example if people gave themselves up before their crime had even been detected the guidelines were to recognise the need to spare victims and witnesses the trauma of going to court where possible by allowing lighter sentences for guilty pleas and co operation he said but director of the victims of crime trust norman brennan accused lord woolf of having an arrogant contempt for victims of crime and the law abiding public the national association of probation officers said the move would be political suicide in revised proposals from the sentencing guidelines council sgc the section on murder said possible reductions would have to be weighed carefully by judge so they did not lead to an inappropriately short sentence where it was appropriate to reduce the minimum term having regard to plea of guilty the maximum reduction would be one sixth and should never exceed five years it said in statement issued on wednesday lord woolf said have no doubt that being able to call on the diverse backgrounds and experiences of all those that serve on the sgc has vastly improved the final guidelines am confident as result that judges will be better placed to deliver sentences which are effective both as punishments and deterrents to offending and reoffending director of public prosecutions ken macdonald qc who sits on the sgc said the principle of discounting sentences to offenders for early guilty pleas is set down by parliament what the new guideline on reduced sentences for guilty pleas does is increase the chances of convicting the guilty by bringing clarity to this process it represents tougher regime than existed previously because the discount is automatically reduced if guilty plea is not made at the first available opportunity he said ,politics,2
465,410,eu aiming to fuel development aid european union finance ministers meet on thursday to discuss proposals including tax on jet fuel to boost development aid for poorer nations the policy makers are to ask for report into how more development money can be raised the eu said the world richest countries have said they want to increase the amount of aid they give to of their annual gross national income by airlines have reacted strongly against the proposed fuel levy profits have been under pressure in the airline industry with low cost firms driving down prices and demand dipping after the september terrorist attacks and the outbreak of the killer sars virus things have picked up but some european and us companies are teetering on the brink of bankruptcy at present the fuel used by airlines enjoys either very low tax rate or is untaxed in eu member states of course we applaud humanitarian initiatives but why target the airlines said ulrich schulte strathaus secretary general of the association of european airlines our industry is in the midst of fundamental crisis only to be once again confronted with measure designed to increase our costs he continued the eu sought to allay the airlines fears stressing that thursday meeting was only first step and that other proposals were also under consideration it added that any plan to levy taxes on jet fuel should not hinder the competitiveness of the airlines and that they themselves will not be solely funding development any tax would only be implemented after full consultation with the airlines the eu said there is thought to be widespread support for the plan tabled by france and germany following the recent meeting of the world richest nations from eu ministers the issue of poverty in africa and south asia has forced itself to the top of the politicial agenda with politicians and campaigners calling for more to be done at their meeting in london finance ministers backed plans to write off up to of the debts of some of the world poorest countries ,business,0
466,1940,england claim dubai sevens glory england beat fiji in dramatic final in dubai to win the first irb sevens event of the season having beaten australia and south africa to reach the final england fell behind to an early try against fiji they then took charge with scores from pat sanderson kai horstman mathew tait and rob thirlby but fiji rallied to force tense finale scotland were beaten by samoa in the plate semi final and ireland lost to tunisia in the shield final mike friday england side matched their opponents for pace power and skill in the final and led at half time but neumi nanuku and marika vakacegu touched down for fiji only for needless trip by tuidriva bainivalu on geoff appleford to allow england to run down the clock to be honest england have wanted to win in dubai for very long time now and the people here have wanted us to win for just as long said friday we didn want to put pressure on ourselves but we are thankful we have achieved that and brought through some young talent at the same time that can hopefully play for the england in few years portugal confirmed their impressive progress in sevens rugby by recording sudden death win over france in the bowl final samoa won the plate title by edging out argentina ,sport,3
467,1716,roddick to face saulnier in final andy roddick will play cyril saulnier in the final of the sap open in san jose on sunday the american top seed and defending champion overcame germany tommy haas the third seed was feeling horrible earlier in the week roddick said thought tonight was step in the right direction saulnier battled to win over seventh seed jurgen melzer who twisted his ankle early in the second set roddick won the last four points of the first set tie break before being broken at the start of the second set but he broke straight back and then broke haas again to lead it extremely frustrating when you have chances against top five player and don do anything with them admitted haas rushed few backhands and he took advantage saulnier will move into the world top for the first time after his passage through to the final it taken lot of work and lot of fighting in my mind he revealed sometimes didn believe could get to final and now am here ve stayed mentally strong m on the way ll keep fighting and work lot and ll be up there ,sport,3
468,632,dollar gains on greenspan speech the dollar has hit its highest level against the euro in almost three months after the federal reserve head said the us trade deficit is set to stabilise and alan greenspan highlighted the us government willingness to curb spending and rising household savings as factors which may help to reduce it in late trading in new york the dollar reached against the euro from on thursday market concerns about the deficit has hit the greenback in recent months on friday federal reserve chairman mr greenspan speech in london ahead of the meeting of finance ministers sent the dollar higher after it had earlier tumbled on the back of worse than expected us jobs data think the chairman taking much more sanguine view on the current account deficit than he taken for some time said robert sinche head of currency strategy at bank of america in new york he taking longer term view laying out set of conditions under which the current account deficit can improve this year and next worries about the deficit concerns about china do however remain china currency remains pegged to the dollar and the us currency sharp falls in recent months have therefore made chinese export prices highly competitive but calls for shift in beijing policy have fallen on deaf ears despite recent comments in major chinese newspaper that the time is ripe for loosening of the peg the meeting is thought unlikely to produce any meaningful movement in chinese policy in the meantime the us federal reserve decision on february to boost interest rates by quarter of point the sixth such move in as many months has opened up differential with european rates the half point window some believe could be enough to keep us assets looking more attractive and could help prop up the dollar the recent falls have partly been the result of big budget deficits as well as the us yawning current account gap both of which need to be funded by the buying of us bonds and assets by foreign firms and governments the white house will announce its budget on monday and many commentators believe the deficit will remain at close to half trillion dollars ,business,0
469,894,pixies take on reading and leeds pixies foo fighters and iron maiden will headline this summer leeds and reading festivals the trio of rock heavyweights will top the bill for the three day events at bramham park near wetherby and at richfield avenue reading they are the pixies and iron maiden only uk festival gigs while foo fighters are also at in the park the killers razorlight and queens of the stone age are also playing the twin festivals to be held on august other acts in this year line up include the charlatans marilyn manson and kings of leon pete doherty band babyshamblers will appear on the nme radio one stage along with kasabian black rebel motorcycle club and bloc party organiser mean fiddler said more acts were still to be confirmed for the summer event we are all very excited to be going back to reading and intend to have fantastic time said iron maiden bruce dickinson we re sure fans will too it will the first time the veteran british metal band have played reading in years at leeds iron maiden will headline the first day of the festival on the friday pixies will follow on saturday and the foo fighters will close the event on sunday the pixies will headline the first day of reading while foo fighters will play on sunday and iron maiden will close the event weekend tickets are now on sale priced at each ,entertainment,4
